facility_id,facility_name,facility_type,capacity,region,licence_issue_date,inspection_date,gps_location,remarks
#1028,Mullins Ltd Clinic,Health Ctr.,0.0,St. John,2024-03-07,26/04/23,13°3′36″N 59°0′30″W,Good
1028,Mullins Ltd Clin.,Health Ctr.,0.0,St. John,2024-03-07,26/04/23,13°3′36″N 59°0′30″W,Good
1029,Ramsey Ltd Hospital (St.),Hospital,0.0,St. Andrew,23-06-17,09 May 2022,,Good
Hf-1030,Williams-Foster Hosp. (St)©,Chc,0.0,St Peter,December 28 2023,20250623,"-58.79373, 12.90560",Nan
Nan,Wolfe Plc Hospital,Unknown,0.0,Retep .Ts,20 Aug 2019,30-08-25,-59.23449;13.25811,Reinspection Due
01032,"Archer, Perry And Hall",Clinic🌡️,0.0,St. John,2024-02-19,20211226,"13.04259, -59.25231",Reinspection Due
Nan,Ross-Stevens,Polyclinic,0.0,St. Joseph,26/02/25,2019-01-27,"13.26137, -58.95565",Good
#1034,Anderson Group,Unknown,0.0,Hcruhc Tsirhc,17-12-22,2025-06-23,13°9′50″N 58°58′32″W,Needs Upgrade
Nan,Hernandez-Meza Clinic (St.),Health Centre,0.0,St. James,20181114,18 Feb 2020,"-59.27859, 12.82436",Good
1036,Gilmore-Ltd 🏥,Community Health Centre,10.0,St. George,2016-09-27,03 Dec 2018,13°3′58″N 58°54′39″W,Reinspection Due
Nan,"Mccormick, Olson And Scott©",Community Health Ctr.,0.0,St. Peter,18-03-22,20220525,"-58.91237, 13.14169",
Hf-1038,Evans Llc Medical Center,Polyclinic 🏥,0.0,St. Andrew,20170622,01 Dec 2019,"-58.84280, 12.97783",Nan
1039,Hunter Inc Polyclinic,Community Health Ctr.,0.0,St.James,08 May 2016,01-02-18,,Follow-Up 2023
Nan,Cruz-Ramos Polyclinic,Hosp.,0.0,St. John,20180310,20191112,12°55′39″N 58°56′3″W,
Nan,"Austin, Evans And Page 🏥 (Christ)",Community Health Centre,315.0,Christ Church,February 21 2018,21/05/22,,Needs Upgrade
#1042,"Harris,-Figueroa-And-Thomas 🏥 (St.)",Hospital,0.0,St. Andrew,20240402,December 15 2020,,
Hf-1043,Mccormick-Austin 🏥,Unknown,0.0,St. Peter,2017-01-25,November 12 2018,,-
1044,Parker-Anderson (St.James),Chc,0.0,St.James,28-01-24,18/04/23,"12.95824, -59.06503",♥
Hf-1045,Cowan-King Hosp.,Hosp.,0.0,St. Andrew,2025-06-06,20220210,12°42′56″N 58°44′8″W,-
Hf-1046,Butler-Yang 🏥,Polyclinic 🏥,426.0,St. Peter,14/05/20,23 Apr 2021,"12.83745, -59.21632",Needs Upgrade
Nan,"Booth,-Murray-And-Valenzuela Clinic",Hospital,0.0,St.Andrew,April 28 2018,26-05-19,"-59.22215, 12.90118",Good
Nan,"Booth,-Murray-And-Valenzuela Clin.",Hospital,0.0,St.Andrew,April 28 2018,26-05-19,"-59.22215, 12.90118",Good
Nan,Steele-Costa Infirmary (St.),Hosp.,0.0,St. Andrew,2019-10-31,29/08/25,"-59.02127, 12.89023",Needs Upgrade
#1049,Hamilton Ltd Medical Center (St.),Hosp.,0.0,St. Michael,26 Jun 2024,20210618,"-58.75975, 12.84575",Nan
#1050,Rosario-Arellano Polyclinic,Community Health Ctr.,0.0,Hcruhc Tsirhc,March 14 2023,26 Sep 2023,Point(-59.11216 13.09627),Good
Hf-1051,Sullivan Group Medical Center (Leahcim),Polyclinic,0.0,Leahcim .Ts,20201203,21/01/25,"-58.85100, 12.77330",-
01052,Johnson-Pope Hospital,Health Centre,0.0,St. Andrew Parish,18-06-19,October 26 2022,"13.12442, -59.13561",Good
Nan,"Floyd, Foley And Payne 🏥",Chc,0.0,Ycul .Ts,08 Jan 2024,22/11/21,,Follow-Up 2023
398Cb5,Allen-Gonzales Polyclinic (Hcruhc),Community Health Centre,0.0,Hcruhc Tsirhc,November 29 2023,02 Sep 2018,Point(-58.76306 12.82261),Follow-Up 2023
Hf-1055,"Boyd, Graham And Burnett",Polyclinic 🏥,0.0,St. Andrew,27/12/19,October 09 2019,,Good
Nan,Herring Plc,Community Health Ctr.,0.0,Hpesoj .Ts,20220630,13-04-20,"12.83706, -59.05827",Follow-Up 2023
#1057,Jacobs-Horton 🏥💊,Unknown,167.0,Christ Church,2024-02-08,19-03-22,"13.17886, -59.17596",Good
Hf-1058,"Santos, Morales And Dudley✨",Unknown,0.0,St Lucy,20161019,July 25 2018,"12.98046, -58.85510",Follow-Up 2023
01059,"Simpson, Bailey And Knight Hospital (Christ)",Chc,0.0,Christ Church,25-01-24,30-01-18,"-59.18306, 12.96372",Nan
Hf-1060,"Macias, Berg And Oneill Clinic",Polyclinic 🏥,0.0,St.James,23/09/22,05/05/19,-58.83670;12.88377,Good
Hf-1060,"Macias, Berg And Oneill Clin.",Polyclinic 🏥,0.0,St.James,23/09/22,05/05/19,-58.83670;12.88377,Good
#1061,Mclean Inc,Community Health Centre,0.0,St. George,October 07 2022,April 26 2025,Point(-58.79972 12.98530),Nan
#1062,Dawson Plc 🏥©,Community Health Ctr.,0.0,St. Joseph,January 15 2016,20/09/21,Point(-59.14277 12.97779),Good
#1063,Hart-Edwards Hosp. (St.George),Clinic🌡️,0.0,St.George,03 Apr 2017,22-08-22,"-59.07703, 12.86677",♥
Hf-1064,Whitehead-Dixon Hospital,Clinic,0.0,St. Andrew Parish,21-09-20,February 11 2024,,Reinspection Due
Hf-1064,Whitehead-Dixon Hosp.,Clinic,0.0,St. Andrew Parish,21-09-20,February 11 2024,,Reinspection Due
1065,Ferrell-Benton Hosp. (St.),Chc,0.0,St. Michael,31-10-23,2018-07-19,-59.19644;12.72946,Good
1066,Nolan-Whitney (St.Andrew),Community Health Ctr.,0.0,St.Andrew,2025-04-16,2023-08-27,"-58.82641, 12.72257",♥
Nan,"Moore, Jimenez And Hutchinson Hosp.",Polyclinic,0.0,St. John,20240130,November 23 2023,"-59.17137, 12.82499",-
Nan,"Thornton, Martin And Stevenson",Hosp.,0.0,St.George,32/13/99,20240704,-58.76571;13.29733,Follow-Up 2023
0B0279,Hutchinson-Group Hospital,Hosp.,0.0,St. Lucy Parish,23 Apr 2023,20250803,12°53′53″N 58°56′33″W,Nan
F14398,"Lopez, Mckay And Cook Hosp. (St)✨",Clinic,0.0,St Joseph,20220608,2022-12-12,-59.07760;12.99830,Reinspection Due
1071,Alvarez Group,Health Ctr.,0.0,St. Lucy,20170605,20200312,Point(-58.89584 13.00556),Good
01072,Castro Llc Medical Center,Community Health Ctr.,0.0,St. Andrew,20 Mar 2019,20180828,,Follow-Up 2023
01073,"Griffin, Carlson And Roberts Hospital",Clinic,0.0,St. Peter,20 Jul 2018,28-12-25,,Nan
01073,"Griffin, Carlson And Roberts Hosp.",Clinic,0.0,St. Peter,20 Jul 2018,28-12-25,,Nan
E7Dafa,"Anderson, Sanchez And Davis Health Centre (Christ)",Community Health Centre,184.0,Christ Church,2018-10-13,July 13 2020,-58.91345;12.86721,Nan
27812A,Lin-Reese Clinic,Chc,0.0,St Peter,03-02-23,27 Oct 2021,"-58.91448, 13.13137",-
Nan,Robinson-Jones Medical Center (St.),Polyclinic 🏥,441.0,St. Peter,20220807,November 22 2020,,♥
Hf-1077,Blevins-And-Sons Clinic,Clinic,0.0,St.Lucy,28/07/23,July 24 2024,-59.19801;13.26797,
Hf-1077,Blevins-And-Sons Clin.,Clinic,0.0,St.Lucy,28/07/23,July 24 2024,-59.19801;13.26797,
Nan,"Stone, Hernandez And Taylor Clinic (St.)",Unknown,0.0,St. Joseph,20191215,July 08 2024,"13.05046, -59.20363",Reinspection Due
01079,Lawrence Llc (St),Clinic,0.0,St George,32/13/99,21-01-22,"-59.10835, 13.18451",Reinspection Due
Fe70Bf,Bridges-Richardson,Community Health Centre,0.0,St. Michael,08 Jun 2022,16 Jan 2022,"13.04989, -59.27227",Follow-Up 2023
#1081,Jones And Sons Clinic,Clinic,0.0,Hcruhc Tsirhc,20200507,09-11-21,12°58′17″N 59°11′32″W,-
#1081,Jones And Sons Clin.,Clinic,0.0,Hcruhc Tsirhc,20200507,09-11-21,12°58′17″N 59°11′32″W,-
Hf-1082,Benitez Inc Polyclinic (St),Health Ctr.,0.0,St Joseph,12/05/16,20211106,Point(-58.84183 13.13294),Follow-Up 2023
Nan,"Guerrero,-Brock-And-White Hospital (St.)",Chc,0.0,St. George Parish,25/12/16,24 May 2020,-59.13640;13.09247,Needs Upgrade
Hf-1084,Knox-Smith Hosp. (St.),Clinic🌡️,183.0,St. George,29 Oct 2020,2022-01-18,Point(-59.15326 12.71403),Follow-Up 2023
Nan,"Webster, Simpson And Durham Medical Center",Clinic,0.0,St. Andrew,19-12-16,14/02/19,Point(-58.88353 12.79716),Needs Upgrade
1086,Williams-Brown Infirmary (St.),Unknown,0.0,St. Peter,21-05-22,21/02/21,,Follow-Up 2023
1087,Huang-Thomas Hosp. (St.),Clinic🌡️,0.0,St. John,05/04/25,26 Jun 2020,-59.29390;13.14509,Good
01088,"Stevens, Rogers And Smith Hospital",Health Ctr.,0.0,Leahcim .Ts,20240123,20240817,13°15′57″N 59°1′9″W,Reinspection Due
Nan,Nunez Llc,Hosp.,0.0,St. James,September 13 2024,June 14 2019,,Needs Upgrade
Nan,Morgan Llc Polyclinic,Polyclinic 🏥,0.0,Werdna .Ts,2021-03-08,November 19 2021,,♥
Hf-1091,Garcia And Sons Hosp.,Polyclinic 🏥,0.0,Christ Church,09/03/22,30/11/19,-58.80745;12.91744,Good
Nan,Perez-Ltd Polyclinic (St.),Hosp.,0.0,St. Lucy Parish,16 Sep 2018,November 04 2018,"13.06245, -59.04180",-
Nan,Stone-Carr Medical Center,Community Health Centre,0.0,St. Joseph,2017-02-23,13 Aug 2025,Point(-58.82872 12.70094),Good
01094,Raymond Ltd Polyclinic,Health Centre,0.0,Christ Church,22 Sep 2025,2024-12-28,"-58.96862, 12.87953",Nan
#1095,Maldonado Inc Hospital (St.),Clinic,0.0,St. James,2024-07-02,07/05/22,"13.23326, -59.06405",Follow-Up 2023
Nan,"Green,-Leonard-And-Barrett Hospital (St.)©",Health Centre,0.0,St. John Parish,06 Jun 2024,2019-04-07,"-59.05566, 13.18882",Reinspection Due
Hf-1097,Perry-Ltd Polyclinic (St.James),Health Ctr.,0.0,St.James,August 11 2016,2018-09-23,,♥
Hf-1098,Lynch-Hansen Infirmary,Unknown,0.0,St. John,20190703,20220911,"-59.17225, 12.77889",Good
1099,Thompson-Gonzalez Polyclinic,Community Health Ctr.,0.0,St. Andrew,2020-03-28,2025-12-05,-58.73201;13.00121,Reinspection Due
#1100,"Kline-Weber Health Centre (Christ)
Newline",Hospital,0.0,Christ Church,20240520,15 Mar 2023,-58.80154;12.82296,-
Nan,Smith-Morrison (Christchurch)💊,Community Health Ctr.,0.0,Christchurch,09-03-16,16/04/24,"13.22005, -58.92565",Reinspection Due
Nan,Williams-Kim 🏥,Health Ctr.,0.0,St. Lucy Parish,02/04/21,10 Dec 2024,"13.08074, -58.72321",Nan
01103,Cox Group Infirmary (St.George)💊,Unknown,0.0,St.George,2021-10-02,04/03/18,13°7′21″N 58°43′56″W,Nan
Hf-1104,Clay-Garrison Polyclinic,Community Health Centre,0.0,St Michael,20230128,20-03-24,"12.86129, -58.86623",Needs Upgrade
01105,"Bryant, Gilbert And Howard Medical Center (St.)",Clinic,0.0,St. James,12-05-25,20250104,Point(-59.23113 13.22845),-
01106,Jensen Plc (St.Peter),Community Health Centre,0.0,St.Peter,29/10/20,18/04/24,"12.92854, -58.86027",Needs Upgrade
Nan,Duarte And Sons Polyclinic,Clinic🌡️,0.0,St. Peter,2020-05-07,20-04-21,-58.85787;12.72049,Nan
01108,Roth Llc Hosp. (St.),Unknown,0.0,St. James,29-03-19,07 Dec 2018,,Follow-Up 2023
Hf-1109,"Conley, Young And Wright Medical Center (St.)",Clinic🌡️,0.0,St. Lucy,20 Dec 2025,2024-01-25,"-59.09219, 13.24239",
#1110,Santana-Wiley Polyclinic,Health Ctr.,0.0,Leahcim .Ts,20170728,21/12/18,-59.14475;13.04579,Nan
0F116E,"Holland, Schneider And Manning",Clinic🌡️,0.0,Christ Church,07 Oct 2023,05 Feb 2024,,Nan
#1112,Padilla Plc Infirmary (St.),Polyclinic 🏥,440.0,St. Michael,20180128,14 Feb 2021,Point(-59.10899 13.29316),Good
1113,"Henderson, Rice And Winters Clinic",Hospital,0.0,St. Andrew,28/06/25,32/13/99,"-58.89611, 13.10813",Nan
Nan,"Wood,-Welch-And-Davis Health Centre (St.)",Community Health Ctr.,77.0,St. Michael,20250218,23-10-23,"-58.88531, 13.00769",Good
01115,"Collins, Smith And Moon Medical Center (St.)",Community Health Centre,0.0,St. Lucy Parish,2022-11-08,November 15 2019,Point(-59.08765 12.78519),Nan
1116,"Hunter, Lawson And Torres",Unknown,251.0,St. George,October 31 2023,20/11/23,"13.09148, -59.27938",Nan
Hf-1117,"Knight, Smith And Harris",Clinic🌡️,0.0,Christ Church,2025-11-13,July 19 2020,12°48′25″N 59°16′11″W,Nan
Nan,Key-Lopez 🏥,Community Health Centre,0.0,Christ Church,26-04-19,March 14 2022,"-59.14926, 12.80339",Reinspection Due
1119,"Lucas, Preston And Miller (Christ)",Community Health Ctr.,0.0,Christ Church,2017-08-10,2022-02-17,-58.82999;13.00031,Nan
01120,Walsh-Osborn Hospital,Health Ctr.,0.0,St. Peter,20181214,13 Oct 2024,Point(-59.08712 12.92708),Nan
Nan,"Stevenson, Pope And Anderson Medical Center
Newline",Clinic,0.0,St James,26/06/23,20190506,12°59′22″N 58°42′27″W,Needs Upgrade
1122,"Figueroa, Dyer And Parker Health Centre",Clinic🌡️,0.0,St.Joseph,28 Oct 2024,24 Mar 2020,"12.84915, -58.80419",♥
Hf-1123,"Blackburn, Burke And Kline Hospital",Clinic,0.0,St. Andrew,20211106,01-04-22,,Reinspection Due
Nan,Rollins Plc Medical Center💊,Unknown,0.0,St. Michael,20240827,May 06 2021,-59.28825;12.82660,Follow-Up 2023
Nan,Carey Group,Polyclinic 🏥,0.0,Christ Church,20240610,20250608,,Nan
#1126,Thomas-Evans 🏥 (St.),Community Health Ctr.,0.0,St. Peter,2024-04-26,2020-02-18,"-59.17760, 12.98071",Nan
8Ab8B2,Mitchell-Jackson,Hosp.,0.0,Christchurch,28 Dec 2019,2019-10-21,"13.20060, -59.20256",Nan
Nan,Martin Ltd,Clinic🌡️,0.0,St. Peter,2021-01-01,August 30 2020,"-58.88572, 12.82186",Nan
Hf-1129,Baxter-Juarez Clinic (St.),Community Health Centre,0.0,St. Andrew,20250531,2024-07-23,Point(-59.11755 13.21164),Nan
01130,Scott-Ward (St.),Clinic🌡️,0.0,St. Michael,10/03/19,2019-12-23,-58.91497;13.03574,-
Nan,Walker And Sons,Hospital,0.0,St. John,20191104,26/10/23,13°7′58″N 59°9′46″W,
01132,Payne-Allen Hospital©,Clinic🌡️,0.0,St.Peter,32/13/99,2024-05-28,"13.13434, -59.12917",Good
Nan,Ross Llc (St),Health Ctr.,0.0,St John,2019-01-19,March 18 2020,"12.71224, -58.84771",♥
01134,"Taylor, Schmidt And Hughes",Hospital,0.0,Christ Church,2021-04-25,12-08-23,Point(-59.24728 13.07142),Reinspection Due
01135,Morton-Hernandez,Polyclinic 🏥,0.0,Ycul .Ts,20170722,2024-08-21,13°9′17″N 58°46′39″W,
Nan,Ferguson Ltd Polyclinic,Unknown,388.0,St. Joseph,2020-06-08,2025-12-26,"13.28968, -58.70501",Reinspection Due
01137,Bush-Llc,Unknown,0.0,St. George,12-04-23,2021-10-18,,Nan
1138,"Atkinson,-Wells-And-Rios Polyclinic (St.)",Chc,0.0,St. James,20220115,18/07/18,,Follow-Up 2023
Nan,Miller Llc Hospital,Unknown,0.0,St. John,31 Mar 2022,30 Dec 2018,"-59.15772, 12.84978",♥
Hf-1140,Carr Ltd Hosp.©,Community Health Centre,0.0,St.George,13/05/25,20250609,-58.70791;12.93461,Nan
Nan,Short-Kelley Polyclinic©,Health Centre,0.0,St. Peter,27/11/21,12/12/23,,Nan
Nan,Diaz-Bullock Health Centre,Unknown,0.0,St. James Parish,18/04/24,01 Feb 2024,"-59.23726, 12.79079",Needs Upgrade
2D26B6,Garcia Ltd Hospital,Hospital,423.0,Christ Church,21/02/23,20/01/23,"13.23336, -59.25167",Good
#1144,"Coleman, Kirk And Garza Hospital (St)",Unknown,0.0,St Lucy,July 04 2018,20-10-22,"-58.86954, 12.71256",Reinspection Due
1144,"Coleman, Kirk And Garza Hosp. (St)",Unknown,0.0,St Lucy,July 04 2018,20-10-22,"-58.86954, 12.71256",Reinspection Due
Nan,Matthews And Sons 🏥 (St.Lucy),Hospital,0.0,St.Lucy,19-08-16,20/01/20,"-59.13036, 12.86559",♥
01146,Spence-West 🏥,Hospital,0.0,St.Peter,11 Mar 2025,September 16 2020,,Follow-Up 2023
01147,Williams-Wilson (St.)©,Chc,0.0,St. Andrew,March 04 2023,32/13/99,13°11′42″N 59°4′40″W,
Nan,Stevens Group Clinic (St.),Polyclinic,0.0,St. George,22/05/22,07 Oct 2021,"-58.92312, 13.17462",Good
Hf-1149,"Nelson, Fisher And Sanchez Polyclinic",Polyclinic,0.0,St. James,29-11-19,December 17 2018,"13.25617, -58.88498",Reinspection Due
610A72,"Henry, Brown And Price Hosp.",Hospital,428.0,St. Michael,17/12/25,20210726,"-59.11616, 13.07278",Follow-Up 2023
01151,Johnson Ltd Health Centre (St.),Polyclinic,0.0,St. George Parish,20180204,20191221,Point(-58.91721 13.00586),Needs Upgrade
1152,"Blair,-Black-And-Johnson Clinic",Clinic,0.0,St. Peter,December 31 2017,20200929,,Nan
Hf-1153,Valentine-Snyder Hospital,Unknown,0.0,St. Lucy,January 22 2023,18-08-22,"-59.17342, 12.75719",Needs Upgrade
#1154,Terry Inc Infirmary,Unknown,0.0,St. George,11/08/20,08 Jun 2020,"-59.11430, 12.74136",♥
Hf-1155,Hall Group Infirmary,Hospital,456.0,St. John,20200320,September 20 2021,-58.84462;13.23857,Needs Upgrade
Hf-1156,"Morris, Taylor And Jones Hospital (St.)",Community Health Centre,0.0,St. James,20220128,2022-03-15,Point(-58.72405 13.19333),-
Hf-1156,"Morris, Taylor And Jones Hosp. (St.)",Community Health Centre,0.0,St. James,20220128,2022-03-15,Point(-58.72405 13.19333),-
Nan,Davis-Martinez,Chc,0.0,St. Andrew,01 Oct 2017,31-03-24,-58.90787;12.97258,-
#1158,Hoover-Inc,Health Ctr.,0.0,St.Peter,19-09-17,20230805,12°46′6″N 58°45′52″W,-
Nan,"Gutierrez,-Anderson-And-Galloway 🏥
Newline",Clinic🌡️,0.0,St.Andrew,19/06/25,20250605,"13.10665, -59.17272",Reinspection Due
Nan,Barnes Llc Polyclinic (St.),Community Health Ctr.,0.0,St. Peter,30 Jul 2016,February 16 2020,12°59′42″N 58°49′55″W,Reinspection Due
Nan,"Wade, Kramer And Garcia Polyclinic",Polyclinic 🏥,0.0,Hpesoj .Ts,22 Aug 2020,2024-04-22,"-59.04657, 13.03601",Nan
01162,"Clark, Robinson And Lopez (St.)",Health Ctr.,0.0,St. Michael,10/02/21,2018-11-23,"-59.27410, 12.78270",-
01163,Brown-Douglas (St.),Community Health Centre,0.0,St. Joseph,April 29 2019,February 19 2019,,Good
952D23,Rodriguez Group Polyclinic,Health Centre,0.0,Nhoj .Ts,10-08-21,01 Jan 2018,"-58.85002, 13.10447",♥
60C76C,Tucker-Hoover Polyclinic,Community Health Centre,0.0,St. Michael,10-10-19,20181023,,Nan
Nan,"Johnson,-Davis-And-Howell Clinic (Hcruhc)",Community Health Ctr.,0.0,Hcruhc Tsirhc,05/12/22,20251126,,Needs Upgrade
01167,Ortiz-Sanchez Polyclinic,Hosp.,0.0,Nhoj .Ts,20220103,29 Dec 2021,"-59.14393, 13.23284",-
01168,"Gross, King And Harrell Clinic (St.)",Unknown,0.0,St. George Parish,13/09/24,17/02/19,12°56′19″N 59°9′17″W,
Hf-1169,"Martinez, Hampton And Johnston (St.)",Polyclinic,0.0,St. Peter,03 Jan 2021,19 Aug 2020,-59.25379;12.85122,Nan
Nan,Herrera-Llc Health Centre (St.),Chc,0.0,St. James,20220808,January 15 2025,,Follow-Up 2023
Hf-1171,Graham-Wiley Infirmary (Christ),Clinic🌡️,0.0,Christ Church Parish,19 May 2021,2019-01-26,,Good
01172,Jackson Llc Polyclinic,Health Centre,0.0,Retep .Ts,23 Jun 2023,20180829,,Nan
Nan,"James, Nelson And Crosby Infirmary©",Unknown,0.0,St.Andrew,18/09/20,03 Jan 2020,13°2′47″N 59°16′40″W,Follow-Up 2023
01174,"Walsh, Clark And Cole 🏥",Hospital,0.0,St.Andrew,20171213,20240324,-59.16471;12.91797,Needs Upgrade
Nan,Glover Group Medical Center (Leahcim),Chc,0.0,Leahcim .Ts,31/10/18,October 21 2022,"13.13600, -58.75304",Follow-Up 2023
0401Ef,Ponce Llc Infirmary,Health Ctr.,0.0,St.Peter,20220109,2018-01-19,"-58.70490, 13.12930",Follow-Up 2023
E1Eafb,"Herrera, Smith And Simmons Hospital",Community Health Centre,0.0,St. Michael Parish,20160314,02 Dec 2023,"-58.92298, 12.84512",Follow-Up 2023
#1178,"Franklin, Robinson And Vaughn Health Centre (St.)",Community Health Centre,0.0,St. George Parish,05/08/22,27/04/20,"-58.91637, 12.70640",Reinspection Due
Nan,Porter-Davis Hospital (Werdna),Hosp.,0.0,Werdna .Ts,22/01/17,20210415,-58.75328;12.73775,Follow-Up 2023
9F6576,Brown-Branch✨,Polyclinic 🏥,0.0,St. James,January 22 2018,08 Oct 2020,13°3′53″N 59°9′46″W,
01181,Hendrix-Norris Hosp.,Unknown,0.0,St. George Parish,20221013,May 28 2021,Point(-59.04432 13.07676),Nan
Nan,Huffman Group Medical Center,Hosp.,0.0,St. Joseph,September 21 2025,19/08/23,-58.92610;13.08669,Good
Hf-1183,Gibbs-Gill,Hospital,0.0,St. Peter,June 20 2018,2020-12-18,"13.17073, -58.91708",
Hf-1184,"Jones, Bray And Butler 🏥",Unknown,0.0,St. Lucy,2020-05-03,20220721,,Needs Upgrade
Nan,"Richardson, Roberts And Santiago (St.)",Polyclinic,0.0,St. Peter,09/03/24,25/12/18,13°1′3″N 59°3′33″W,
Hf-1186,Shields-Aguilar Hospital,Unknown,0.0,St. James Parish,2023-03-24,16-09-20,"12.96596, -58.95649",Reinspection Due
#1187,"Hunt, Simpson And Snyder Clinic (Nhoj)",Hosp.,0.0,Nhoj .Ts,20161203,May 09 2024,-59.20212;12.86691,Nan
#1188,"Parker, Morris And Hall (St.)",Hosp.,0.0,St. Michael,2024-09-18,20190328,Point(-59.15707 12.70938),Follow-Up 2023
Nan,"West, Wood And Reyes Hospital",Unknown,0.0,St. Andrew Parish,09/10/16,14-02-24,-58.99785;13.18396,♥
1190,Davis-Robbins Medical Center©,Unknown,43.0,St. George Parish,2018-10-14,16/10/18,12°50′36″N 58°57′28″W,Good
A4C21E,"Matthews,-Greene-And-Cohen",Community Health Ctr.,0.0,St Peter,2023-03-25,20241024,"-58.70309, 13.08750",Good
01192,Richardson Inc Hosp.,Unknown,0.0,St. George,25/06/18,20180921,-58.80954;13.17195,♥
Hf-1193,Moore-Johnson 🏥 (St.),Clinic,0.0,St. Lucy,20240403,22 Oct 2022,-58.87189;13.18465,Nan
Nan,"Holt, Taylor And Gray Clinic
Newline",Community Health Ctr.,0.0,St. Andrew,30 Sep 2019,March 20 2022,-59.01697;12.94934,Follow-Up 2023
Hf-1195,Henry Ltd Medical Center (St.),Hosp.,0.0,St. Michael,04 Mar 2025,13/01/24,13°9′47″N 59°16′25″W,Nan
Nan,"Gilmore,-Alexander-And-Henry Hosp.",Clinic🌡️,0.0,St.Lucy,09-11-19,19 Jul 2018,"12.87075, -59.07331",Good
Nan,Hays Plc (Leahcim),Community Health Centre,0.0,Leahcim .Ts,23 Oct 2021,12/09/25,"13.20662, -58.72045",Nan
8D7Fb3,Hanson And Sons (St.),Hosp.,0.0,St. James Parish,02/08/16,32/13/99,13°17′14″N 58°47′48″W,Nan
Hf-1199,"Gonzalez, Lane And Schmidt (St.)",Clinic🌡️,0.0,St. James,18-06-22,23 Feb 2019,,Follow-Up 2023
Nan,Lopez-And-Sons,Clinic,0.0,St.Peter,20201127,20251125,-58.83415;13.04937,
516E77,"Allen, Mcdonald And Burke Health Centre",Community Health Centre,0.0,St. Andrew,04-09-23,July 29 2019,"13.27277, -59.05216",
#1202,"Randall,-Lawrence-And-Woods Hosp.",Clinic🌡️,0.0,St John,March 03 2019,14 Feb 2022,-58.70244;12.98445,Reinspection Due
Nan,Marshall-Le,Unknown,0.0,St. Lucy,02-05-22,December 14 2018,,-
93Fa3E,Hall-White Medical Center (Werdna),Clinic,0.0,Werdna .Ts,21/03/23,20200531,"13.22779, -59.18606",♥
Hf-1205,"Schultz, Johnson And Garcia Clinic (Hcruhc)",Hospital,0.0,Hcruhc Tsirhc,01-10-20,July 21 2021,"-59.24966, 13.15466",-
Nan,"Bell, Clark And Callahan Infirmary©",Polyclinic 🏥,0.0,St. James,07/01/18,20201210,"13.15782, -59.17755",Reinspection Due
#1207,Perez-Stevens Hosp. (St),Community Health Centre,0.0,St Joseph,2019-12-19,12/03/24,"13.06230, -59.05122",♥
01208,"Mcdaniel-Martinez Infirmary (St.)
Newline",Unknown,0.0,St. Michael,19/07/19,23/04/21,12°48′27″N 58°48′50″W,Nan
D3769A,Black-Bush Health Centre,Health Centre,0.0,St. John,14/06/20,20230404,"13.01531, -59.28992",Good
Nan,"Phillips, Haley And Vance Hospital (St.)",Polyclinic 🏥,0.0,St. Joseph,2022-02-25,18/10/25,Point(-59.14122 13.25306),Nan
Hf-1211,"Gordon,-Henderson-And-Nunez Infirmary",Health Ctr.,0.0,St. George,2020-02-05,20211011,"13.18369, -58.95148",♥
